区域：长宁 长宁周边 	楼盘：东大大学科技园	地段：淞虹路,北新泾附近	类别：写字楼 （可注册公司）	面积：120㎡	价格：13000 元/月   	
区域：闸北 西藏北路 	楼盘：绿地海悦酒店式公寓	地段：乌镇路附近	类别：商住公寓	面积：61㎡	价格：4000 元/月   	
区域：南汇 周浦 	楼盘：天纳商汇	地段：周浦万达附近 或 浦东新区建韵路500号	类别：写字楼 （可注册公司）	面积：180㎡	价格：1.4 元/㎡/天   	
区域：南汇 周浦 	楼盘：天纳商汇	地段：周浦万达附近 或 浦东新区建韵路500号	类别：写字楼 （可注册公司）	面积：413㎡	价格：1.5 元/㎡/天   	
区域：南汇 周浦 	楼盘：天纳商汇	地段：周浦万达附近 或 浦东新区建韵路500号	类别：写字楼 （可注册公司）	面积：413㎡	价格：1.5 元/㎡/天   	
区域：闵行 莘庄 	楼盘：上海汇力得电子商务产业园	地段：颛桥附近 或 新源路	类别：写字楼 （可注册公司）	面积：200㎡	价格：2 元/㎡/天   	
区域：闵行 莘庄 	楼盘：上海汇力得电子商务产业园	地段：颛桥附近 或 新源路	类别：写字楼 （可注册公司）	面积：200㎡	价格：2 元/㎡/天   	
区域：闸北 彭浦 	楼盘：交大新慧谷科技园	地段：沪太路799号与延长中路附近 或 新慧谷科技园1号楼2楼	类别：写字楼	面积：20㎡	价格：1880 元/月   	
区域：南汇 周浦 	楼盘：天纳商汇	地段：周浦镇建韵路500号附近	类别：写字楼 （可注册公司）	面积：220㎡	价格：1.5 元/㎡/天   	
区域：徐汇 上海南站 	楼盘：徐汇万科中心	地段：上海南站附近	类别：写字楼	面积：500㎡	价格：6 元/㎡/天   	
区域：徐汇 上海南站 	楼盘：徐汇万科中心	地段：上海南站附近	类别：写字楼	面积：500㎡	价格：6 元/㎡/天   	
区域：长宁 江苏路地铁 	楼盘：兆丰世贸大厦	地段：江苏路附近	类别：写字楼 （可注册公司）	面积：140㎡	价格：6.5 元/㎡/天   	
区域：长宁 江苏路地铁 	楼盘：兆丰世贸大厦	地段：江苏路附近	类别：写字楼 （可注册公司）	面积：140㎡	价格：6.5 元/㎡/天   	
区域：浦东 北蔡 	楼盘：天纳商汇	地段：沪南公路周祝公路附近 或 建韵路500号	类别：写字楼 （可注册公司）	面积：252㎡	价格：1.4 元/㎡/天   	
区域：浦东 北蔡 	楼盘：天纳商汇	地段：沪南公路周祝公路附近 或 建韵路500号	类别：写字楼 （可注册公司）	面积：252㎡	价格：1.4 元/㎡/天   	
区域：徐汇 上海交大 	楼盘：申通信息广场	地段：淮海西路55号附近 或 申通信息广场3楼	类别：商务中心 （可注册公司）	面积：35㎡	价格：3680 元/月   	
区域：徐汇 上海交大 	楼盘：申通信息广场	地段：淮海西路55号附近	类别：写字楼 （可注册公司）	面积：20㎡	价格：3000 元/月   	
区域：闵行 浦江 	楼盘：蕾特商务	地段：地铁8号线江月路站附近 或 恒南路1358号5幢	类别：写字楼 （可注册公司）	面积：55㎡	价格：2885 元/月   	
区域：浦东 周浦 	楼盘：天纳商汇	地段：沪南公路周祝公路附近 或 建韵路500号天纳商汇	类别：写字楼 （可注册公司）	面积：230㎡	价格：1.3 元/㎡/天   	
区域：杨浦 东外滩 	楼盘：杨浦滨江国际广场1号楼3F	地段：杨浦滨江东外滩附近 或 甲A写字楼	类别：商务中心 （可注册公司）	面积：8㎡	价格：600 元/月   	
区域：杨浦 东外滩 	楼盘：杨浦滨江国际广场1号楼3F	地段：杨浦滨江附近 或 甲A写字楼	类别：商务中心 （可注册公司）	面积：8㎡	价格：600 元/月   	
区域：闵行 浦江 	楼盘：程文商务园二期	地段：沈杜公路附近 或 地铁M8	类别：写字楼	面积：2000㎡	价格：1.2 元/㎡/天   	
区域：闵行 浦江 	楼盘：浦江镇 联航路1188号9号楼	地段：浦江镇 联航路附近	类别：写字楼	面积：480㎡	价格：1.5 元/㎡/天   	
区域：闵行 浦江 	楼盘：寰启商务园	地段：江月路1188号附近附近	类别：写字楼	面积：180㎡	价格：1.5 元/㎡/天   	
区域：闵行 浦江 	楼盘：寰启商务园	地段：江月路1188号附近附近	类别：写字楼	面积：180㎡	价格：1.5 元/㎡/天   	
区域：普陀 桃浦 	楼盘：陆交商务中心	地段：临近地铁11号线附近 或 价格面谈为准	类别：写字楼	面积：130㎡	价格：1.6 元/月   	
区域：杨浦 五角场 	楼盘：江浦路2117号	地段：江浦路2117号附近 或 创新空间	类别：写字楼 （可注册公司）	面积：13㎡	价格：1380 元/月   	
区域：杨浦 五角场 	楼盘：江浦路2117号	地段：江浦路2117号附近 或 创新空间	类别：写字楼 （可注册公司）	面积：13㎡	价格：1380 元/月   	
区域：杨浦 鞍山 	楼盘：江浦路2117号	地段：江浦路2117号附近 或 创新空间	类别：写字楼 （可注册公司）	面积：13㎡	价格：1380 元/月   	
区域：杨浦 控江路 	楼盘：江浦路2177号	地段：江浦路2177号附近 或 创新空间	类别：写字楼 （可注册公司）	面积：12㎡	价格：1100 元/月   	
区域：杨浦 控江路 	楼盘：江浦路2117号	地段：江浦路2117号附近 或 创新空间	类别：写字楼 （可注册公司）	面积：14㎡	价格：1500 元/月   	
区域：普陀 桃浦 	楼盘：陆交商务中心	地段：桃浦新村附近 或 金迈路1号,报价面谈为准	类别：写字楼	面积：70㎡	价格：1.6 元/㎡/天   	
区域：松江 泗泾 	楼盘：绿亮科创园	地段：高技路655号附近 或 莘砖公路	类别：写字楼 （可注册公司）	面积：75㎡	价格：0.85 元/㎡/天   	
区域：浦东 塘桥 	楼盘：独栋别墅	地段：塘桥附近 或 独栋别墅	类别：写字楼	面积：560㎡	价格：10 元/㎡/天   	
区域：松江 泗泾 	楼盘：绿亮科创园	地段：高技路655号附近 或 莘砖公路	类别：写字楼 （可注册公司）	面积：120㎡	价格：0.85 元/㎡/天   	
区域：松江 泗泾 	楼盘：绿亮科创园	地段：高技路655号附近 或 莘砖公路	类别：写字楼 （可注册公司）	面积：120㎡	价格：0.85 元/㎡/天   	
区域：松江 九亭 	楼盘：九润商务大厦	地段：虹桥机场、七宝附近 或 九亭地铁站4号口向西	类别：写字楼 （可注册公司）	面积：30㎡	价格：1800 元/月   	
区域：静安 南京西路 	楼盘：凯迪克大厦	地段：江宁路附近 或 北京西路	类别：写字楼	面积：50㎡	价格：6 元/㎡/天   	
区域：浦东 张江 	楼盘：矽岸国际	地段：广兰路地铁站附近 或 申江路	类别：写字楼 （可注册公司）	面积：315㎡	价格：4.2 元/㎡/天   	
区域：浦东 世纪公园 	楼盘：伟泰大厦	地段：陆家嘴软件园附近 或 伟泰大厦	类别：写字楼 （可注册公司）	面积：20㎡	价格：2500 元/月   	
区域：长宁 北新泾 	楼盘：统一企业广场	地段：天山西路附近 或 淞虹路	类别：写字楼 （可注册公司）	面积：308㎡	价格：3.7 元/㎡/天   	
区域：静安 静安寺 	楼盘：SOHO东海广场	地段：南京西路附近 或 铜仁路	类别：写字楼	面积：750㎡	价格：6.8 元/㎡/天   	
区域：静安 静安寺 	楼盘：SOHO东海广场	地段：南京西路附近 或 铜仁路	类别：写字楼	面积：750㎡	价格：6.8 元/㎡/天   	
区域：浦东 竹园商贸区 	楼盘：伟泰大厦	地段：浦电路地铁站附近 或 伟泰大厦	类别：商务中心 （可注册公司）	面积：18㎡	价格：2300 元/月   	
区域：浦东 张江 	楼盘：展讯中心	地段：张江高科技园区附近 或 祖冲之路2288弄	类别：写字楼 （可注册公司）	面积：106㎡	价格：3 元/㎡/天   	
区域：闸北 汶水路 	楼盘：中融信托大厦	地段：江场路1228弄附近 或 寿阳路	类别：写字楼 （可注册公司）	面积：300㎡	价格：4.5 元/㎡/天   	
区域：松江 松江科技园 	楼盘：8090青年创业基地赵巷园	地段：盈港东路6433号附近 或 17号线赵巷地铁口	类别：写字楼 （可注册公司）	面积：42000㎡	价格：0.01 元/㎡/天   	
区域：松江 洞泾 	楼盘：8090青年创业基地赵巷园	地段：盈港东路6433号附近 或 17号线赵巷地铁口	类别：写字楼 （可注册公司）	面积：42000㎡	价格：0.01 元/㎡/天   	
区域：青浦 赵巷 	楼盘：8090青年创业基地	地段：盈港东路6433号附近 或 17号线赵巷地铁口	类别：写字楼 （可注册公司）	面积：25000㎡	价格：0.8 元/㎡/天   	
区域：卢湾 打浦桥 	楼盘：摩工坊	地段：鲁班路附近 或 瞿溪路打浦路	类别：写字楼 （可注册公司）	面积：50㎡	价格：5400 元/月   	
区域：卢湾 打浦桥 	楼盘：摩工坊	地段：鲁班路附近 或 瞿溪路打浦路	类别：写字楼 （可注册公司）	面积：50㎡	价格：5400 元/月   	
区域：杨浦 控江路 	楼盘：江浦路2117号	地段：江浦路2117号近抚顺路附近 或 创新空间	类别：写字楼 （可注册公司）	面积：20㎡	价格：2280 元/㎡/天   	
区域：闸北 彭浦 	楼盘：海博大厦	地段：共和新路/场中路附近 或 彭浦新村地铁站边	类别：写字楼 （可注册公司）	面积：166㎡	价格：3 元/㎡/天   	
区域：闸北 场中路 	楼盘：海博大厦	地段：共和新路/场中路附近 或 彭浦新村地铁站边上	类别：写字楼 （可注册公司）	面积：103㎡	价格：3.2 元/㎡/天   	
区域：南汇 航头  	楼盘：万香(上海)创新港	地段：轨交16号线航头站附近 或 大麦湾产业园航都路18号	类别：写字楼 （可注册公司）	面积：15518㎡	价格：1.2 元/㎡/天   	
区域：浦东 浦东周边 	楼盘：万香(上海)创新港	地段：航头镇附近 或 航都路18号	类别：写字楼 （可注册公司）	面积：15518㎡	价格：1.2 元/㎡/天   	
区域：浦东 浦东周边 	楼盘：万香(上海)创新港	地段：航头镇附近 或 航都路18号	类别：写字楼 （可注册公司）	面积：5600㎡	价格：1.2 元/㎡/天   	
区域：静安 南京西路 	楼盘：中欣大厦	地段：南京西路附近 或 南京西路商圈	类别：写字楼 （可注册公司）	面积：1500㎡	价格：11 元/㎡/天   	
区域：浦东 陆家嘴 	楼盘：太平金融大厦	地段：银城中路488号附近	类别：写字楼 （可注册公司）	面积：364㎡	价格：11 元/㎡/天   	
区域：浦东 陆家嘴 	楼盘：时代金融中心	地段：银城中路附近 或 陆家嘴环路	类别：写字楼 （可注册公司）	面积：10㎡	价格：12 元/㎡/天   	
区域：长宁 地铁中山公园 	楼盘：东朔商务中心	地段：昭化路505号附近 或 定西路	类别：写字楼 （可注册公司）	面积：28㎡	价格：8000 元/月   	
区域：长宁 地铁中山公园 	楼盘：东朔商务中心	地段：延安西路附近 或 昭化路505号	类别：商务中心 （可注册公司）	面积：35㎡	价格：900 元/月   	
区域：长宁 地铁中山公园 	楼盘：东朔商务中心长宁项目	地段：中山公园附近 或 昭化路505号靠近定西路	类别：写字楼 （可注册公司）	面积：23㎡	价格：3000 元/月   	
区域：长宁 地铁中山公园 	楼盘：东朔商务中心	地段：延安西路附近 或 昭化路定西路	类别：商务中心 （可注册公司）	面积：30㎡	价格：900 元/月   	
区域：松江 泗泾 	楼盘：掌安物联网智谷创新产业园	地段：方泗路18号附近 或 靠近沪松公路	类别：写字楼 （可注册公司）	面积：800㎡	价格：1.4 元/㎡/天   	
区域：松江 泗泾 	楼盘：掌安物联网智谷创新产业园	地段：方泗公路泗陈公路口附近 或 紧靠沪松公路	类别：写字楼 （可注册公司）	面积：78㎡	价格：1.4 元/㎡/天   	
区域：静安 静安寺 	楼盘：越洋广场	地段：静安寺附近	类别：商务中心 （可注册公司）	面积：100㎡	价格：21000 元/㎡/天   	
区域：徐汇 淮海西路 	楼盘：港汇广场	地段：淮海路附近	类别：商务中心 （可注册公司）	面积：40㎡	价格：6000 元/月   	
区域：长宁 古北 	楼盘：东朔商务中心	地段：2/3/4号地铁沿线附近 或 昭化路505号	类别：写字楼	面积：30㎡	价格：8000 元/月   	
区域：长宁 地铁中山公园 	楼盘：东朔商务中心	地段：2/3/4号地铁附近 或 昭化路505号	类别：写字楼	面积：31㎡	价格：5 元/㎡/天   	
区域：长宁 动物园 	楼盘：大树下创意空间	地段：长宁附近 或 动物园	类别：写字楼	面积：1000㎡	价格：2.8 元/㎡/天   	
区域：奉贤 庄行 	楼盘：创业孵化基地高端奢装写字楼	地段：奉贤区南桥新城开发中心附近 或 离在建轨交五号线站伍佰米	类别：写字楼 （可注册公司）	面积：3500㎡	价格：0.9 元/㎡/天   	
区域：奉贤 庄行 	楼盘：创业孵化基地高端奢装写字楼	地段：奉贤区南桥新城开发中心附近 或 离在建轨交五号线站伍佰米	类别：写字楼 （可注册公司）	面积：3500㎡	价格：0.9 元/㎡/天   	
区域：黄浦 南京东路 	楼盘：恒积大厦	地段：淮海东路99号附近	类别：写字楼	面积：243㎡	价格：4 元/㎡/天   	
区域：黄浦 南京东路 	楼盘：恒积大厦	地段：淮海东路99号附近	类别：写字楼	面积：243㎡	价格：4 元/㎡/天   	
区域：闵行 华漕 	楼盘：万科时一区	地段：闵行华漕附近 或 泰虹路168弄（近申长路	类别：写字楼	面积：90㎡	价格：4 元/㎡/天   	
区域：浦东 竹园商贸区 	楼盘：中建大厦	地段：世纪大道附近 或 世纪大道1568号	类别：写字楼 （可注册公司）	面积：565㎡	价格：9.5 元/㎡/天   	
区域：青浦 青浦新城 	楼盘：1560电商产业园	地段：新桥镇附近 或 1560电子商务产业园	类别：写字楼 （可注册公司）	面积：100㎡	价格：0.8 元/㎡/天   	
区域：青浦 青浦新城 	楼盘：1560电商产业园	地段：新桥镇附近 或 1560电子商务产业园	类别：写字楼 （可注册公司）	面积：100㎡	价格：0.8 元/㎡/天   	
区域：青浦 赵巷 	楼盘：1560电商产业园	地段：松江万达广场附近 或 1560电子商务产业园	类别：写字楼 （可注册公司）	面积：100㎡	价格：0.8 元/㎡/天   	
区域：徐汇 漕河泾 	楼盘：科技产业化大楼	地段：宜山路近虹梅路附近 或 地铁9号线漕河泾站3分钟	类别：写字楼	面积：280㎡	价格：3.3 元/㎡/天   	
区域：徐汇 漕河泾 	楼盘：科技产业化大楼	地段：宜山路近虹梅路附近 或 地铁9号线漕河泾站3分钟	类别：写字楼	面积：280㎡	价格：3.3 元/㎡/天   	
区域：闵行 浦江 	楼盘：道▪创空间	地段：地铁8号线江月路站附近 或 漕河泾浦江园区	类别：写字楼 （可注册公司）	面积：3600㎡	价格：1.3 元/㎡/天   	
区域：浦东 川沙 	楼盘：圣御工业总部园	地段：2号线川沙站附近 或 川宏路365号	类别：写字楼	面积：200㎡	价格：2 元/㎡/天   	
区域：浦东 张江 	楼盘：张江盛科大厦	地段：张江高科技园区附近 或 申江路高科中路	类别：写字楼 （可注册公司）	面积：1000㎡	价格：4 元/㎡/天   	
区域：卢湾 淮海中路 	楼盘：勇卫商务大厦	地段：漕宝路莲花路附近 或 12号线虹梅路站	类别：写字楼 （可注册公司）	面积：30㎡	价格：2225 元/㎡/天   	
区域：闸北 汶水路 	楼盘：中环协信天地	地段：一号线汶水路地铁站附近 或 江场路	类别：写字楼	面积：400㎡	价格：4.5 元/㎡/天   	
区域：闸北 汶水路 	楼盘：中环协信天地	地段：一号线汶水路地铁站附近 或 江场路	类别：写字楼	面积：400㎡	价格：4.5 元/㎡/天   	
区域：浦东 陆家嘴 	楼盘：世界广场大厦	地段：陆家嘴附近 或 浦东南路	类别：写字楼	面积：1600㎡	价格：5 元/㎡/天   	
区域：浦东 张江 	楼盘：展讯中心	地段：张江高科技园区附近 或 祖冲之路2288弄	类别：写字楼 （可注册公司）	面积：106㎡	价格：2.8 元/㎡/天   	
区域：黄浦 人民广场 	楼盘：海洋大厦	地段：人民广场附近 或 1 2 8号线地铁	类别：写字楼 （可注册公司）	面积：500㎡	价格：8 元/㎡/天   	
区域：普陀 曹杨 	楼盘：环球港	地段：中山北路 曹杨附近 或 三条地铁线 上盖	类别：写字楼 （可注册公司）	面积：1500㎡	价格：7 元/㎡/天   	
区域：浦东 竹园商贸区 	楼盘：同盛大厦	地段：竹园商贸区 福山路附近 或 地铁4,2,6号线	类别：写字楼	面积：610㎡	价格：5.7 元/㎡/天   	
区域：浦东 张江 	楼盘：展讯中心写字楼	地段：展讯中心写字楼附近 或 展讯中心写字楼	类别：写字楼 （可注册公司）	面积：106㎡	价格：3 元/㎡/天   	
区域：闸北 天目西路 	楼盘：苏河1号	地段：恒丰路附近 或 长安路	类别：写字楼	面积：105㎡	价格：3.6 元/㎡/天   	
区域：闵行 莘庄 	楼盘：绿地蓝海	地段：闵行附近 或 莘庄	类别：写字楼	面积：230㎡	价格：3.5 元/㎡/天   	
区域：闸北 新客站 	楼盘：中海万锦城二期	地段：太阳山路188弄附近	类别：商住公寓	面积：138㎡	价格：90000 元/月   	
区域：普陀 桃浦 	楼盘：金环汇智天地	地段：桃浦附近 或 永登录	类别：写字楼	面积：600㎡	价格：2.6 元/㎡/天   	
区域：杨浦 五角场 	楼盘：五角场万达广场写字楼	地段：五角场附近 或 国宾路18号	类别：写字楼 （可注册公司）	面积：15㎡	价格：1700 元/月   	
区域：浦东 张江 	楼盘：矽岸国际	地段：张江高科园区附近 或 秋月路申江路	类别：写字楼 （可注册公司）	面积：350㎡	价格：4.2 元/㎡/天   	
区域：浦东 张江 	楼盘：矽岸国际	地段：张江高科园区附近 或 秋月路申江路	类别：写字楼 （可注册公司）	面积：350㎡	价格：4.2 元/㎡/天   	
区域：嘉定 江桥新城 	楼盘：慧创国际	地段：嘉定区附近 或 江桥万达广场附近	类别：写字楼 （可注册公司）	面积：200㎡	价格：1.5 元/㎡/天   	
区域：嘉定 江桥新城 	楼盘：歆翱商务大厦	地段：江桥万达附近 或 华江公路720号	类别：写字楼 （可注册公司）	面积：251㎡	价格：2.6 元/㎡/天   	
区域：虹口 四川北路 	楼盘：虹口sohu	地段：四川北路附近 或 吴淞路575号	类别：写字楼 （可注册公司）	面积：1500㎡	价格：5.3 元/㎡/天   	
区域：闵行 浦江 	楼盘：齐士科技孵化基地	地段：浦江镇附近 或 浦江镇	类别：写字楼	面积：92㎡	价格：1.6 元/㎡/天   	
区域：虹口 四川北路 	楼盘：长泰企业天地	地段：海宁路889号附近	类别：写字楼	面积：150㎡	价格：4.5 元/㎡/天   	
